name,pointx_class,feature_easting,feature_northing,street_name,locality,geographic_county,postcode,admin_boundary,brand,FEATClass
Choudhary's,1020018,417019,434147,Otley Road,Bradford,West Yorkshire,BD3 0HY,Bradford District,NA,Takeaways
Spuddy's Park Gate Fisheries,1020020,415320,434760,Oak Lane,Bradford,West Yorkshire,BD9 4PU,Bradford District,NA,Takeaways
Cafe Nafees,1020034,415501,434824,Oak Avenue,Bradford,West Yorkshire,BD8 7AQ,Bradford District,NA,Restaurants
Bubblewrap Gelato,1020018,415964,433829,Manningham Lane,Bradford,West Yorkshire,BD1 3EP,Bradford District,NA,Takeaways
Four Seasons,1020013,415060,431058,Little Horton Lane,Bradford,West Yorkshire,BD5 9ER,Bradford District,NA,Cafes
Glassy Bar,1020034,414839,432839,Legrams Lane,Bradford,West Yorkshire,BD7 1NH,Bradford District,NA,Restaurants
Tazza Kitchen,1020018,418972,433823,NA,Bradford,West Yorkshire,BD3 8JX,Bradford District,NA,Takeaways
Thornbury Superstore,9470669,418829.3,433712.4,Leeds Old Road,Bradford,West Yorkshire,BD3 8HX,Bradford District,NA,Speciality Outlets
Fresh,9470699,415175,430122,High Street,"Wibsey, Bradford",West Yorkshire,BD6 1LS,Bradford District,Fresh,Convenience Stores
The Butchers Shop,9470662,422344.8,434548.7,Town Street,Pudsey,West Yorkshire,LS28 6HQ,Leeds District,NA,Speciality Outlets
Mill Kitchen,1020013,421664,435352,Town Street,Pudsey,West Yorkshire,LS28 5UJ,Leeds District,NA,Cafes
Fish & Chips @ Number 3,1020020,422785,433563,Lane End,Pudsey,West Yorkshire,LS28 9AD,Leeds District,NA,Takeaways
Marlo's Pizzeria,1020018,422820,433556,Lowtown,Pudsey,West Yorkshire,LS28 9AY,Leeds District,NA,Takeaways
New Phoenix & Garden,1020018,422724,433547,Lowtown,Pudsey,West Yorkshire,LS28 9AY,Leeds District,NA,Takeaways
McColl's,9470699,419987,434097,Bradford Road,Pudsey,West Yorkshire,LS28 8ED,Leeds District,Martin McColl Ltd,Convenience Stores
Leeds Road Plaza,9470705,418145,432888,Leeds Road,Bradford,West Yorkshire,BD3 8EZ,Bradford District,NA,Speciality Outlets
King Coffee Co,1020013,417823,432899,Laisterdyke,Bradford,West Yorkshire,BD3 9TY,Bradford District,NA,Cafes
Dr Vapes,9470699,416990,436491,Kings Road,Bradford,West Yorkshire,BD2 1NH,Bradford District,NA,NA
The Sub Factory,1020018,415964,433829,Manningham Lane,Bradford,West Yorkshire,BD1 3EP,Bradford District,NA,Takeaways
Salas,1020018,416086,433286,John Street,Bradford,West Yorkshire,BD1 3JU,Bradford District,NA,Takeaways
Bar 39,1020034,416241,433102,Ivegate,Bradford,West Yorkshire,BD1 1SQ,Bradford District,NA,Restaurants
Burger King Ltd,1020018,416565,433143,Charles Street Mall,"The Broadway, Bradford",West Yorkshire,BD1 1US,Bradford District,Burger King,Takeaways
Bubble Tea Cafe,1020013,416104.8,433483.8,North Parade,Bradford,West Yorkshire,BD1 3JH,Bradford District,NA,Cafes
GB Vapes,9470699,409067,425057,Bull Green,Halifax,West Yorkshire,HX1 5AB,Calderdale District,NA,NA
Best-One,9470699,417435,436445,Town Centre,Bradford,West Yorkshire,BD2 2AT,Bradford District,Best-One,Convenience Stores
The Woolpack,1020034,405891,440563,King Street,Keighley,West Yorkshire,BD21 1DJ,Bradford District,NA,Restaurants
Harrison's of Bingley,1020020,410999,438629,Ashfield Terrace,Bingley,West Yorkshire,BD16 1EQ,Bradford District,NA,Takeaways
Kicking Chicken,1020018,410224,430230,Town Centre,Bradford,West Yorkshire,BD13 2PA,Bradford District,NA,Takeaways
Mambavape,9470699,416172,433274,Town Centre,Bradford,West Yorkshire,BD1 3PZ,Bradford District,NA,NA
Flying Dragon,1020018,415279,431209,Little Horton Lane,Bradford,West Yorkshire,BD5 9DG,Bradford District,NA,Takeaways
42 the Bakehouse,1020018,421724,435197,Town Street,"Farsley, Pudsey",West Yorkshire,LS28 5HX,Leeds District,NA,Takeaways
Number Thirty Three,1020034,421713,435168,Town Centre,Pudsey,West Yorkshire,LS28 5HX,Leeds District,NA,Restaurants
Waggon & Horses,1020034,422651,434750,Town Street,"Stanningley, Pudsey",West Yorkshire,LS28 6HL,Leeds District,NA,Restaurants
Harvey's Quality Family Butchers,9470662,421723,435104,Town Centre,Pudsey,West Yorkshire,LS28 5LD,Leeds District,NA,Speciality Outlets
The Fleece,1020034,421813,435460,Town Centre,Pudsey,West Yorkshire,LS28 5LF,Leeds District,Greene King,Restaurants
Newsagents & Mini Market,9470699,416294,433080,Town Centre,Bradford,West Yorkshire,BD1 1SQ,Bradford District,NA,NA
Al's Juke Bar,1020034,416266,433308,Darley Street,Bradford,West Yorkshire,BD1 3HH,Bradford District,NA,Restaurants
Potraviny Labas Sklep,9470699,414033,433684,Thornton Road,Bradford,West Yorkshire,BD8 9NB,Bradford District,NA,NA
Southfield Balti,1020018,414429,431375,Southfield Lane,Bradford,West Yorkshire,BD7 3NN,Bradford District,NA,Takeaways
Khawaja,1020018,417535,433448,Binnie Street,Bradford,West Yorkshire,BD3 9DA,Bradford District,NA,Takeaways
Obchod Jednota,9470669,416115,433285,James Street,Bradford,West Yorkshire,BD1 3PZ,Bradford District,NA,Speciality Outlets
Sift,1020013,420181,445585,Town Centre,Otley,West Yorkshire,LS21 3AP,Leeds District,NA,Cafes
La Jawaab,1020018,408577,425252,Gibbet Street,Halifax,West Yorkshire,HX1 5BZ,Calderdale District,NA,Takeaways
Gildersome Arms,1020034,425166,428938,Gelderd Road,"Morley, Leeds",West Yorkshire,LS27 7LL,Leeds District,Greene King,Restaurants
Blondin's,1020018,409539,425069,Piece Hall,"Town Centre, Halifax",West Yorkshire,HX1 1RE,Calderdale District,NA,Takeaways
Gin Lane,1020034,409539,425069,Piece Hall,"Town Centre, Halifax",West Yorkshire,HX1 1RE,Calderdale District,NA,Restaurants
The Old Crown,1020034,422106,434429,Town Centre,Pudsey,West Yorkshire,LS28 6ER,Leeds District,NA,Restaurants
Shalamar,1020018,422078,434382,Town Street,"Stanningley, Pudsey",West Yorkshire,LS28 6ES,Leeds District,NA,Takeaways
Capital,1020018,424353,434446,Stanningley Road,Leeds,West Yorkshire,LS13 4BJ,Leeds District,NA,Takeaways
The Alma Inn,1020034,415841,437805,Leeds Road,Shipley,West Yorkshire,BD18 1DF,Bradford District,NA,Restaurants
Viet-Thai,1020018,421444,434437,Bradford Road,"Stanningley, Pudsey",West Yorkshire,LS28 6UR,Leeds District,NA,Takeaways
The Woodman,1020034,415740,430193,Manchester Road,Bradford,West Yorkshire,BD5 8NH,Bradford District,NA,Restaurants
Bigg Mama's,1020018,422318,434587,Town Street,Pudsey,West Yorkshire,LS28 6EZ,Leeds District,NA,Takeaways
Al-Naseeb Balti House & Spicy Pizza Bar,1020018,422030,434291,Richardshaw Lane,"Stanningley, Pudsey",West Yorkshire,LS28 6AA,Leeds District,NA,Takeaways
Oriental Express,1020018,422043,434253,Richardshaw Lane,"Stanningley, Pudsey",West Yorkshire,LS28 6AA,Leeds District,NA,Takeaways
Atkinson's Fish & Chips,1020020,418163,442291,Bradford Road,Leeds,West Yorkshire,LS20 8NH,Leeds District,NA,Takeaways
Firepit,1020034,410649,439192,Market Street,Bingley,West Yorkshire,BD16 2HP,Bradford District,NA,Restaurants
Karpaty Bakery,9470661,415742,434210,Manningham Lane,Bradford,West Yorkshire,BD8 7HP,Bradford District,NA,Takeaways
High Street Cafe,1020013,410132,430158,High Street,"Queensbury, Bradford",West Yorkshire,BD13 2AD,Bradford District,NA,Cafes
Healey's Butchers,9470662,410805,439078,Chapel Lane,Bingley,West Yorkshire,BD16 2NG,Bradford District,NA,Speciality Outlets
The Rail Yard,1020034,410765,439135,Wellington Street,Bingley,West Yorkshire,BD16 2NB,Bradford District,NA,Restaurants
Scoffs,9470661,411006,438616,Ashfield Terrace,Bingley,West Yorkshire,BD16 1EQ,Bradford District,NA,Takeaways
Hfc,1020018,415202,432496,Great Horton Road,Bradford,West Yorkshire,BD7 1PU,Bradford District,NA,Takeaways
Woody Joe's,1020018,417347,432941,Leeds Road,Bradford,West Yorkshire,BD3 9QX,Bradford District,NA,Takeaways
Rolly Polly,1020018,417445,432960,Leeds Road,Bradford,West Yorkshire,BD3 9JY,Bradford District,NA,Takeaways
The Great Northern Hotel,1020034,422029,434305,Richardshaw Lane,Pudsey,West Yorkshire,LS28 6AA,Leeds District,NA,Restaurants
Tawa Khyber Grill,1020018,417309,432947,Leeds Road,Bradford,West Yorkshire,BD3 9QX,Bradford District,NA,Takeaways
The Tuk Shop,1020018,418409,430354,Dawson Lane,Bradford,West Yorkshire,BD4 6JD,Bradford District,NA,Takeaways
Z.A. Service Station,9470699,414607.4,423530.2,Town Centre,Brighouse,West Yorkshire,HD6,Calderdale District,NA,NA
Red Dot Pizza,1020018,422373,433430,Town Centre,Pudsey,West Yorkshire,LS28,Leeds District,NA,Takeaways
Rezgar Mini Market & Off Licence,9470699,414631,432014,Great Horton Road,Bradford,West Yorkshire,BD7 3HR,Bradford District,NA,NA
Nitrogelato,1020018,415879,432809,Great Horton Road,Bradford,West Yorkshire,BD7 1AT,Bradford District,NA,Takeaways
Commercial Railway,1020034,414673,422468,Gooder Lane,Brighouse,West Yorkshire,HD6 1HF,Calderdale District,NA,Restaurants
Regal,1020013,415215,433910,Whetley Hill,Bradford,West Yorkshire,BD8 8EA,Bradford District,NA,Cafes
Golden Lion,1020034,421829,432933,Chapeltown,Pudsey,West Yorkshire,LS28 8BL,Leeds District,NA,Restaurants
Stanningley Off Licence & Groceries,9470699,422010,434379,Bradford Road,"Stanningley, Pudsey",West Yorkshire,LS28 6DD,Leeds District,NA,NA
Cardamom Black,1020018,424063,434527,Stanningley Road,Leeds,West Yorkshire,LS13 3EG,Leeds District,NA,Takeaways
Sweet & Sour,1020018,424070,434521,Stanningley Road,Leeds,West Yorkshire,LS13 3EG,Leeds District,NA,Takeaways
Quick Snack,1020018,424100,434514,Stanningley Road,Leeds,West Yorkshire,LS13 3BS,Leeds District,NA,Takeaways
Fratellis Caffe Bar,1020013,414685,422929,King Street,Brighouse,West Yorkshire,HD6 1NX,Calderdale District,NA,Cafes
Charlie's,1020013,417195,432408,Bowling Back Lane,Bradford,West Yorkshire,BD4 8SF,Bradford District,NA,Cafes
Qfc,1020018,414065,432254,Beckside Road,Bradford,West Yorkshire,BD7 2JN,Bradford District,NA,Takeaways
Florence Fried Chicken,1020018,419068,433508,Leeds Road,Bradford,West Yorkshire,BD3 8JB,Bradford District,NA,Takeaways
Shake Shack,1020018,420826,439759,Harrogate Road,"Rawdon, Leeds",West Yorkshire,LS19 6HW,Leeds District,NA,Takeaways
Croissant D'Or,9470661,420882,439857,Yeadon,Leeds,West Yorkshire,LS19 6HW,Leeds District,NA,Takeaways
Rawdon Local,9470699,420827,439776,Harrogate Road,"Rawdon, Leeds",West Yorkshire,LS19 6HW,Leeds District,NA,NA
Khan Newsagent,9470699,415823,430812,Manchester Road,Bradford,West Yorkshire,BD5 8DH,Bradford District,NA,NA
The Canteen,1020013,416401,433266,Cheapside,Bradford,West Yorkshire,BD1 4HR,Bradford District,NA,Cafes
The Good Food Kitchen,1020018,416835,433041,Leeds Road,Bradford,West Yorkshire,BD1 5DY,Bradford District,NA,Takeaways
My Vape Clinic,9470699,416172,433274,Town Centre,Bradford,West Yorkshire,BD1 3PZ,Bradford District,NA,NA
Griller,1020018,416412,433208,Town Centre,Bradford,West Yorkshire,BD1 1QB,Bradford District,Griller,Takeaways
Pizza Design,1020018,416312,433337,Duke Street,Bradford,West Yorkshire,BD1 3QR,Bradford District,NA,Takeaways
Tiffin Coffee,1020013,416386,433123,Bank Street,Bradford,West Yorkshire,BD1 1PR,Bradford District,NA,Cafes
The Brick Box,1020034,416286,433082,Ivegate,Bradford,West Yorkshire,BD1 1SQ,Bradford District,NA,Restaurants
Faiza's,1020018,422294,434574,Town Street,"Stanningley, Pudsey",West Yorkshire,LS28 6EZ,Leeds District,NA,Takeaways
Hai Loi Tang,1020018,421989,434369,Bradford Road,"Stanningley, Pudsey",West Yorkshire,LS28 6DD,Leeds District,NA,Takeaways
Whsmith Local,9470699,421007,441132,Yeadon,Leeds,West Yorkshire,LS19 7YU,Leeds District,WHSmith Local,Convenience Stores
George III,1020034,410187,430361,Chapel Street,"Queensbury, Bradford",West Yorkshire,BD13 2PR,Bradford District,NA,Restaurants
Mace,9470699,420665,434388,Bradford Road,Pudsey,West Yorkshire,LS28 7TQ,Leeds District,Mace,Convenience Stores
McColl's,9470699,417031,434207,Otley Road,Bradford,West Yorkshire,BD3 0HY,Bradford District,Martin McColl Ltd,Convenience Stores
Park Road International Market,9470699,416080,432215,Town Centre,Bradford,West Yorkshire,BD5 0SG,Bradford District,NA,NA
Xandro's,1020018,414570.7,434548.6,Lilycroft Road,Bradford,West Yorkshire,BD9 5AD,Bradford District,NA,Takeaways
McColl's,9470699,412638,434207,Allerton Road,"Allerton, Bradford",West Yorkshire,BD15 7AB,Bradford District,Martin McColl Ltd,Convenience Stores
Bar 56,1020034,413678,437668,Bingley Road,Shipley,West Yorkshire,BD18 4SD,Bradford District,NA,Restaurants
Buonissimo Deli,1020013,413773.9,437673.5,Bingley Road,Shipley,West Yorkshire,BD18 4SB,Bradford District,NA,Cafes
Premier Stores,9470699,421184,433600,Owlcotes Road,Pudsey,West Yorkshire,LS28 7PB,Leeds District,Premier,Convenience Stores
Adam's Grill,1020018,419232,430197,Tong Street,Bradford,West Yorkshire,BD4 6LX,Bradford District,NA,Takeaways
Londis,9470699,412704,430772,Great Horton Road,Bradford,West Yorkshire,BD7 4LT,Bradford District,Londis,Convenience Stores
Bigfellas,1020018,415244,432529,Great Horton Road,Bradford,West Yorkshire,BD7 1PU,Bradford District,NA,Takeaways
International Mini Market,9470699,414048,431401,Great Horton Road,Bradford,West Yorkshire,BD7 4EF,Bradford District,NA,NA
Cafe Central,1020013,406108,441494,Alice Street,Keighley,West Yorkshire,BD21 3JD,Bradford District,NA,Cafes
I Am's Kitchen,1020018,409380,425076,Albion Street,Halifax,West Yorkshire,HX1 1DU,Calderdale District,NA,Takeaways
Lahoree Grillz,1020018,413682,431089,Great Horton Road,Bradford,West Yorkshire,BD7 4PT,Bradford District,NA,Takeaways
Cravings,1020018,413926,431321,Town Centre,Bradford,West Yorkshire,BD7 4PY,Bradford District,NA,Takeaways
Fliirt,1020018,415940,432824,Great Horton Road,Bradford,West Yorkshire,BD7 1AL,Bradford District,NA,Takeaways
M & S Simply Food,9470699,423551,427654,Holden ING Way,"Birstall, Batley",West Yorkshire,WF17 9DT,Kirklees District,M & S,Convenience Stores
The Cracker Barrel,1020034,419139,437322,Harrogate Road,Bradford,West Yorkshire,BD10 0RA,Bradford District,NA,Restaurants
Food Fusion,1020018,415713,430265,Manchester Road,Bradford,West Yorkshire,BD5 8NN,Bradford District,NA,Takeaways
Tallulah's Wine Bar,1020034,413710,437690,Bingley Road,Shipley,West Yorkshire,BD18 4SB,Bradford District,NA,Restaurants
The Rosse Saltaire,1020034,413646.7,437670.7,Bingley Road,Shipley,West Yorkshire,BD18 4SD,Bradford District,NA,Restaurants
Premier Stores,9470699,422316,432276,Fartown,Pudsey,West Yorkshire,LS28 8AZ,Leeds District,Premier,Convenience Stores
Saltaire Canteen,1020034,413943,437936,Victoria Road,Shipley,West Yorkshire,BD18 3JS,Bradford District,NA,Restaurants
Victoria Off Licence,9470699,413914,437941,Victoria Road,Shipley,West Yorkshire,BD18 3LQ,Bradford District,NA,NA
Saltaire Pizza & Balti,1020018,414169,437788,Saltaire Road,Shipley,West Yorkshire,BD18 3HZ,Bradford District,NA,Takeaways
Kubus,9470699,416016,432473,Little Horton Lane,Bradford,West Yorkshire,BD5 0BU,Bradford District,NA,NA
Rawal Halal Meat,9470662,416022,432488,Little Horton Lane,Bradford,West Yorkshire,BD5 0BU,Bradford District,NA,Speciality Outlets
Rajas,1020018,417035,434252,Otley Road,Bradford,West Yorkshire,BD3 0JF,Bradford District,Rajas,Takeaways
Wireless Bar,1020034,416147,433409,North Parade,Bradford,West Yorkshire,BD1 3JL,Bradford District,NA,Restaurants
The Barracks Tavern,1020034,415708,433838,Lumb Lane,Bradford,West Yorkshire,BD8 7QZ,Bradford District,NA,Restaurants
The Kings Arms,1020034,414218,431594,Great Horton Road,Bradford,West Yorkshire,BD7 4AA,Bradford District,NA,Restaurants
Icestone Gelato,1020018,415121,432438,Town Centre,Bradford,West Yorkshire,BD7 1PU,Bradford District,Icestone Gelato,Takeaways
Adeel's Spice,1020018,419222,430509,Broadstone Way,Bradford,West Yorkshire,BD4 9SA,Bradford District,NA,Takeaways
Purewal & Son Off Licence & General Store,9470699,415712,430270,Manchester Road,Bradford,West Yorkshire,BD5 8NN,Bradford District,NA,NA
Gino's Pizzas,1020018,415125,434374,Carlisle Road,Bradford,West Yorkshire,BD8 8BE,Bradford District,NA,Takeaways
The Fountain,1020034,418446,436009,Victoria Road,Bradford,West Yorkshire,BD2 2DQ,Bradford District,NA,Restaurants
Haworth Old Hall,1020034,403145,436913,Sun Street,Keighley,West Yorkshire,BD22 8BP,Bradford District,Marston's,Restaurants
The Commercial,1020034,421698,432922,Chapeltown,Pudsey,West Yorkshire,LS28 8BS,Leeds District,NA,Restaurants
M. Ahsan General Store,9470669,416039,432538,Little Horton Lane,Bradford,West Yorkshire,BD5 0AL,Bradford District,NA,Speciality Outlets
Chip N Ern,1020034,410711,439242,Main Street,Bingley,West Yorkshire,BD16 2JA,Bradford District,NA,Restaurants
Rajas,1020018,413840,429167,Halifax Road,Bradford,West Yorkshire,BD6 2DU,Bradford District,Rajas,Takeaways
The Kings Arms,1020034,421697,432863,Greenside,Pudsey,West Yorkshire,LS28 8PU,Leeds District,NA,Restaurants
Best-One,9470699,419247,430492,Broadstone Way,Bradford,West Yorkshire,BD4 9SA,Bradford District,Best-One,Convenience Stores
Royal Fisheries,1020020,414021,431375,Great Horton Road,Bradford,West Yorkshire,BD7 4ED,Bradford District,NA,Takeaways
Wallers Brewery,1020034,416302,433028,Sunbridge Road,Bradford,West Yorkshire,BD1 2AZ,Bradford District,NA,Restaurants
White Horse,1020034,413761,431102,Great Horton Road,Bradford,West Yorkshire,BD7 4DU,Bradford District,NA,Restaurants
Euro Foods,9470669,414209,431520,Great Horton Road,Bradford,West Yorkshire,BD7 4EG,Bradford District,NA,Speciality Outlets
Tambourine Coffee,1020013,413756,437648,Bingley Road,Shipley,West Yorkshire,BD18 4RU,Bradford District,NA,Cafes
Marco Polo Desserts,1020018,417380,432938,Leeds Road,Bradford,West Yorkshire,BD3 9QX,Bradford District,NA,Takeaways
George & Dragon,1020034,419410,437937,Apperley Road,Bradford,West Yorkshire,BD10 0PU,Bradford District,Vintage Inns,Restaurants
The Weaving Shed,1020034,414695,437984,Town Centre,Shipley,West Yorkshire,BD17 7EF,Bradford District,NA,Restaurants
McColl's,9470699,411012,438608,Town Centre,Bingley,West Yorkshire,BD16 1EQ,Bradford District,Martin McColl Ltd,Convenience Stores
Duckworth Mini Market,9470669,413881,434428,Town Centre,Bradford,West Yorkshire,BD9 5HQ,Bradford District,NA,Speciality Outlets
Madina,1020018,414210,434421,Toller Lane,Bradford,West Yorkshire,BD8 9HL,Bradford District,NA,Takeaways
Papas Diner,1020018,414790,434122,Whetley Lane,Bradford,West Yorkshire,BD8 9DL,Bradford District,NA,Takeaways
Verona,1020018,415454,439689,Westgate,"Baildon, Shipley",West Yorkshire,BD17 5EH,Bradford District,NA,Takeaways
Bay Horse,1020034,399325,449395,Snaygill,"Bradley, Keighley",North Yorkshire,BD20 9HB,Craven District,Vintage Inns,Restaurants
Pudsey Tavern,1020034,422347,433434,Lowtown,Pudsey,West Yorkshire,LS28 7BQ,Leeds District,NA,Restaurants
Al's Ale House,1020034,403572,437318,Mill Hey,"Haworth, Keighley",West Yorkshire,BD22 8NA,Bradford District,NA,Restaurants
Pizza Time,1020018,403547,437258,Mill Hey,"Haworth, Keighley",West Yorkshire,BD22 8NQ,Bradford District,NA,Takeaways
Shaan,1020018,414272,434397,Toller Lane,Bradford,West Yorkshire,BD8 9HL,Bradford District,NA,Takeaways
Malala Food Store,9470669,414025,434424,Kensington Street,Bradford,West Yorkshire,BD8 9LH,Bradford District,NA,Speciality Outlets
Top of the Range Irish Cafe,1020013,419198,430219,Tong Street,Bradford,West Yorkshire,BD4 6LY,Bradford District,NA,Cafes
Mukadas,1020018,415874.4,431169.8,Manchester Road,Bradford,West Yorkshire,BD5 7QS,Bradford District,NA,Takeaways
Gills Doorstep Solutions,9470699,420325,445406,Crossgate,Otley,West Yorkshire,LS21 1AA,Leeds District,NA,NA
Yaadgaar,9470661,415931,431149,Baxandall Street,Bradford,West Yorkshire,BD5 7AR,Bradford District,Yaadgaar,Takeaways
The Station Hotel,1020034,416134,431940,Manchester Road,Bradford,West Yorkshire,BD5 7RA,Bradford District,NA,Restaurants
Jaydees Newsagents,9470699,416164,431994,Manchester Road,Bradford,West Yorkshire,BD5 7RA,Bradford District,NA,NA
Wolf Wear,9470672,415709,430293,Manchester Road,Bradford,West Yorkshire,BD5 8NN,Bradford District,NA,Speciality Outlets
